 ,Image_ID,Track,Mother?,Frame,X,Y,Ch1_Mean,Ch2_Mean,Ch3_Mean,Ch4_Mean,Ch5_Mean,Cilia_COMX,Cilia_COMY,Distance_to_Cilia_(um),Length,Feret,Straightness,Kurt,Skew,Angle
442,280316_weekend_xy10.nd2,3a,0,87,170,335,136.3375,440.4250,884.7375,715.9250,0,172,329,6.3246,5.0990,6.3246,1.2403,-1.0591,0.1750,161.5651
443,280316_weekend_xy10.nd2,3a,0,88,166,335,121.4875,515.2000,642.8125,620.6500,0,175,331,9.8489,3.1623,4.4721,1.4142,-0.9877,0.2980,116.5651
444,280316_weekend_xy10.nd2,3a,0,89,169,333,133.5375,586.8000,430.2500,680.6500,0,178,329,9.8489,6.4031,7.8102,1.2198,-1.2092,0.4425,129.8056
445,280316_weekend_xy10.nd2,3a,0,90,182,331,149.6250,1658.5375,192.6000,719.8125,0,176,329,6.3246,2.2361,3.6056,1.6125,-1.5000,0.3743,146.3099
446,280316_weekend_xy10.nd2,3a,0,91,184,331,156.1875,1744.3750,85.8250,726.6000,0,178,329,6.3246,6.0828,7.2801,1.1968,-0.4322,-0.5959,105.9454
447,280316_weekend_xy10.nd2,3a,0,92,193,337,131.6250,1117.1250,67.2750,691.0375,0,188,327,11.1803,8.2462,9.4868,1.1504,-0.9465,0.6594,161.5651
448,280316_weekend_xy10.nd2,3a,0,93,198,337,52.0250,1094.3625,38.8250,849.1875,0,191,329,10.6301,8.2462,9.4868,1.1504,-0.1810,-0.4581,161.5651
449,280316_weekend_xy10.nd2,3a,0,94,200,341,48.9375,1242.6125,41.3375,759.9625,0,194,331,11.6619,9.0000,10.0499,1.1167,-1.1901,0.6612,174.2894
450,280316_weekend_xy10.nd2,3a,0,95,200,340,71.3250,1397.4250,43.7875,821.3875,0,193,331,11.4018,8.5474,9.8489,1.1523,-1.4883,0.0573,113.9625
451,280316_weekend_xy10.nd2,3a,0,96,196,345,76.9125,1414.0875,28.1750,699.7000,0,195,332,13.0384,6.0828,7.2801,1.1968,-1.5126,0.0319,74.0546
452,280316_weekend_xy10.nd2,3a,0,97,194,347,99.5500,1417.5375,29.8625,686.6375,0,197,333,14.3178,10.0828,11.1803,1.1089,-1.2132,-0.1754,79.6952
453,280316_weekend_xy10.nd2,3a,0,98,192,343,53.0125,1672.2625,45.6750,679.2625,0,196,333,10.7703,8.9443,10.2956,1.1511,-1.0170,-0.3359,60.9454
454,280316_weekend_xy10.nd2,3a,0,99,197,347,79.7125,1657.0375,33.2000,613.8000,0,196,333,14.0357,8.0623,9.4340,1.1701,-0.9899,0.0922,57.9946
455,280316_weekend_xy10.nd2,3a,0,100,193,345,59.3750,1895.3250,50.1625,678.8125,0,200,333,13.8924,8.9443,10.2956,1.1511,1.9992,1.6871,60.9454
456,280316_weekend_xy10.nd2,3a,0,101,191,349,73.0500,1783.2375,30.2750,708.8125,0,199,337,14.4222,10.4403,11.7047,1.1211,-1.0496,0.1697,70.0169
457,280316_weekend_xy10.nd2,3a,0,102,194,347,67.5625,2065.2125,42.8625,656.0000,0,202,337,12.8062,8.4853,9.8995,1.1667,-1.0881,0.4893,45.0000
458,280316_weekend_xy10.nd2,3a,0,103,196,345,72.8625,2122.4750,36.3875,661.8125,0,201,336,10.2956,7.6158,8.9443,1.1744,-1.3942,0.1232,26.5651
459,280316_weekend_xy10.nd2,3a,0,104,196,348,74.7000,2221.7250,50.5625,620.1000,0,204,337,13.6015,8.0000,9.0554,1.1319,0.4845,-0.2279,173.6598
460,280316_weekend_xy10.nd2,3a,0,105,195,347,61.1375,2294.3875,37.5375,597.9000,0,206,340,13.0384,8.0000,9.0554,1.1319,-1.5116,0.2587,173.6598
461,280316_weekend_xy10.nd2,3a,0,106,202,350,70.5375,2372.2625,51.1625,609.0375,0,206,340,10.7703,12.0416,13.1529,1.0923,-1.1934,0.1507,8.7462
462,280316_weekend_xy10.nd2,3a,0,107,196,349,68.2750,2447.7375,49.4625,605.9250,0,202,341,10.0000,13.5357,13.3417,0.9857,-1.5363,0.1068,12.9946
463,280316_weekend_xy10.nd2,3a,0,108,192,352,72.4875,2703.4500,49.1375,637.9000,0,196,345,8.0623,7.6056,8.0623,1.0600,-0.8105,0.7633,60.2551
464,280316_weekend_xy10.nd2,3a,0,109,193,353,93.5625,2809.0625,46.9250,612.0500,0,191,346,7.2801,9.9541,9.4340,0.9478,0.9303,0.7285,57.9946
465,280316_weekend_xy10.nd2,3a,0,110,191,352,75.5125,2901.8750,40.3250,685.9250,0,190,347,5.0990,10.8909,9.8995,0.9090,-0.4598,-0.2491,45.0000
466,280316_weekend_xy10.nd2,3a,0,111,189,352,72.8250,3064.0250,43.3500,577.6750,0,185,346,7.2111,8.6023,10.0000,1.1625,-0.7863,-0.1216,126.8699
467,280316_weekend_xy10.nd2,3a,0,112,192,354,104.2625,3047.2250,33.8125,638.0000,0,186,345,10.8167,4.1231,5.3852,1.3061,-1.2497,-0.3433,111.8014
468,280316_weekend_xy10.nd2,3a,0,113,192,353,69.0750,3254.4625,43.0500,658.1625,0,183,345,12.0416,5.0000,6.4031,1.2806,-1.7569,-0.2149,51.3402
469,280316_weekend_xy10.nd2,3a,0,114,188,350,190.5000,3447.5375,42.9250,596.8625,0,188,347,3.0000,6.7994,8.0623,1.1857,-1.6201,0.0837,60.2551
470,280316_weekend_xy10.nd2,3a,0,115,188,352,117.8500,3442.2625,44.5375,693.7000,0,185,350,3.6056,11.0711,10.0000,0.9033,0.2394,0.9872,53.1301
471,280316_weekend_xy10.nd2,3a,0,116,187,354,96.7250,3529.5375,36.0500,732.9375,0,187,350,4.0000,8.0000,9.0554,1.1319,-0.8144,-0.2065,173.6598
472,280316_weekend_xy10.nd2,3a,0,117,186,353,96.3625,3529.7500,43.3125,697.8625,0,186,347,6.0000,6.0000,7.0711,1.1785,-0.7028,0.1767,171.8699
473,280316_weekend_xy10.nd2,3a,0,118,191,351,86.5125,2047.5875,29.7000,747.8375,0,191,350,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
474,280316_weekend_xy10.nd2,3a,0,119,193,355,91.6000,1742.4875,33.2750,651.0750,0,193,354,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
475,280316_weekend_xy10.nd2,3b,0,30,521,341,128.4500,2210.2625,30.6500,613.1375,0,521,340,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
476,280316_weekend_xy10.nd2,3b,0,31,517,334,151.6375,186.7750,27.6500,542.5875,0,517,333,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
477,280316_weekend_xy10.nd2,3b,0,32,532,340,231.8250,33.4500,54.9750,455.5750,0,532,339,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
478,280316_weekend_xy10.nd2,3b,0,33,543,338,114.4500,19.7375,56.1125,575.0875,0,543,337,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
479,280316_weekend_xy10.nd2,3b,0,34,543,335,140.4750,28.8875,42.0000,598.1375,0,543,334,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
480,280316_weekend_xy10.nd2,3b,0,35,526,325,106.4000,36.3000,104.6750,642.4750,0,526,324,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
481,280316_weekend_xy10.nd2,3b,0,36,513,320,78.7750,24.2625,130.4125,619.0250,0,513,319,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
482,280316_weekend_xy10.nd2,3b,0,37,499,319,71.3000,17.3375,110.4625,516.9500,0,499,318,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
483,280316_weekend_xy10.nd2,3b,0,38,518,330,66.9000,23.8125,168.1875,564.2250,0,518,329,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
484,280316_weekend_xy10.nd2,3b,0,39,521,324,96.7000,21.2750,218.5250,553.3250,0,521,323,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
485,280316_weekend_xy10.nd2,3b,0,40,530,371,126.2500,23.7625,277.8000,638.3375,0,530,370,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
486,280316_weekend_xy10.nd2,3b,0,41,548,360,93.0000,29.5750,378.1500,510.1625,0,548,359,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
487,280316_weekend_xy10.nd2,3b,0,42,554,413,110.5125,24.9125,353.7500,592.2125,0,554,412,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
488,280316_weekend_xy10.nd2,3b,0,43,552,411,96.1250,25.3125,514.0000,596.6250,0,552,410,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
489,280316_weekend_xy10.nd2,3b,0,44,539,398,56.8125,15.4750,445.5500,545.8375,0,539,397,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
490,280316_weekend_xy10.nd2,3b,0,45,532,397,64.5500,19.0125,429.6500,585.5500,0,532,396,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
491,280316_weekend_xy10.nd2,3b,0,46,534,362,66.4375,20.0375,478.5625,559.6375,0,534,361,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
492,280316_weekend_xy10.nd2,3b,0,47,532,357,75.3250,22.6625,527.7250,502.1000,0,532,356,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
493,280316_weekend_xy10.nd2,3b,0,48,521,378,113.4625,15.3750,396.9375,609.0750,0,521,377,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
494,280316_weekend_xy10.nd2,3b,0,49,509,368,57.4125,21.2375,474.5000,537.0500,0,509,367,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
495,280316_weekend_xy10.nd2,3b,0,50,494,372,66.5500,16.2000,463.0250,366.0000,0,494,371,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
496,280316_weekend_xy10.nd2,3b,0,51,482,376,101.0000,20.3000,482.1250,381.9125,0,482,375,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
497,280316_weekend_xy10.nd2,3b,0,52,482,374,52.8625,18.9375,477.9500,423.5000,0,482,373,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
498,280316_weekend_xy10.nd2,3b,0,53,482,379,71.3375,18.1875,458.4125,2229.8750,0,482,378,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
499,280316_weekend_xy10.nd2,3b,0,54,468,344,70.4375,20.5375,554.3625,401.9500,0,468,343,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
500,280316_weekend_xy10.nd2,3b,0,55,467,343,62.7750,18.3750,479.7875,395.4875,0,467,342,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
501,280316_weekend_xy10.nd2,3b,0,56,466,346,58.8125,8.6750,477.8125,400.0375,0,466,345,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
502,280316_weekend_xy10.nd2,3b,0,57,463,346,64.1500,13.6375,539.6500,393.7500,0,463,345,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
503,280316_weekend_xy10.nd2,3b,0,58,455,346,95.3500,29.0250,547.7375,505.9000,0,455,345,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
504,280316_weekend_xy10.nd2,3b,0,59,475,349,61.4875,14.1375,459.7000,401.8375,0,475,348,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
505,280316_weekend_xy10.nd2,3b,0,60,462,342,86.5500,15.7625,490.3750,530.8875,0,462,341,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
506,280316_weekend_xy10.nd2,3b,0,61,455,344,99.2875,62.4625,597.4000,453.8875,0,455,343,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
507,280316_weekend_xy10.nd2,3b,0,62,454,347,91.9875,65.3250,536.8125,444.4000,0,454,346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
508,280316_weekend_xy10.nd2,3b,0,63,437,352,98.8000,1153.7625,388.1375,502.4500,0,437,351,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
509,280316_weekend_xy10.nd2,3b,0,64,417,351,106.1125,57.4000,612.4000,525.6500,0,417,350,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
510,280316_weekend_xy10.nd2,3b,0,65,409,348,90.6125,42.2000,591.4375,519.3250,0,409,347,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
511,280316_weekend_xy10.nd2,3b,0,66,402,347,69.7875,37.6375,553.8500,552.6625,0,402,346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
512,280316_weekend_xy10.nd2,3b,0,67,402,347,85.4875,39.7125,570.7000,569.5750,0,402,346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
513,280316_weekend_xy10.nd2,3b,0,68,402,347,46.8625,22.2000,571.1000,609.8625,0,402,346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
514,280316_weekend_xy10.nd2,3b,0,69,394,352,47.2250,30.8875,602.2250,522.7125,0,394,351,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
515,280316_weekend_xy10.nd2,3b,0,70,394,350,51.1375,31.6000,611.7125,554.4375,0,394,349,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
516,280316_weekend_xy10.nd2,3b,0,71,396,352,48.2375,26.5000,658.7750,558.3250,0,396,351,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
517,280316_weekend_xy10.nd2,3b,0,72,398,353,71.2250,29.4125,596.2500,539.2000,0,398,352,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
518,280316_weekend_xy10.nd2,3b,0,73,366,355,64.4625,33.3500,670.8625,569.6500,0,366,354,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
519,280316_weekend_xy10.nd2,3b,0,74,368,356,65.7000,35.1250,684.9750,518.8500,0,368,355,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
520,280316_weekend_xy10.nd2,3b,0,75,368,358,61.9000,29.1000,653.7500,607.5500,0,368,357,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
521,280316_weekend_xy10.nd2,3b,0,76,366,361,56.7750,30.8875,621.8875,592.9250,0,366,360,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
522,280316_weekend_xy10.nd2,3b,0,77,368,359,47.4250,21.2625,668.5250,551.9000,0,368,358,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
523,280316_weekend_xy10.nd2,3b,0,78,361,362,69.4750,28.4625,675.0250,607.8250,0,361,361,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
524,280316_weekend_xy10.nd2,3b,0,79,363,358,68.3375,28.4875,657.6750,589.4625,0,363,357,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
525,280316_weekend_xy10.nd2,3b,0,80,394,365,46.9375,49.9750,765.5500,574.8000,0,394,364,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
526,280316_weekend_xy10.nd2,3b,0,81,392,363,52.7000,22.6750,692.2250,634.7375,0,392,362,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
527,280316_weekend_xy10.nd2,3b,0,82,393,364,47.9250,28.2625,743.1625,637.5250,0,393,363,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
528,280316_weekend_xy10.nd2,3b,0,83,393,367,48.1625,26.6875,734.1125,522.4750,0,385,374,10.6301,4.1231,5.3852,1.3061,-0.7464,-0.6928,111.8014
529,280316_weekend_xy10.nd2,3b,0,84,391,366,60.5125,28.1000,858.7875,445.3125,0,387,372,7.2111,5.0000,6.4031,1.2806,-1.3171,-0.5314,51.3402
530,280316_weekend_xy10.nd2,3b,0,85,387,367,76.9375,34.8500,898.3625,632.8250,0,385,374,7.2801,5.0000,6.4031,1.2806,-0.5754,-0.8043,38.6598
531,280316_weekend_xy10.nd2,3b,0,86,389,367,52.7125,48.2000,872.5375,572.3250,0,381,375,11.3137,6.4031,7.8102,1.2198,-1.9525,-0.0197,129.8056
532,280316_weekend_xy10.nd2,3b,0,87,386,371,55.6125,124.6625,902.7500,490.4750,0,381,378,8.6023,5.8310,7.2111,1.2367,-1.5504,0.2112,146.3099
533,280316_weekend_xy10.nd2,3b,0,88,385,373,54.3375,240.0125,924.8625,488.3625,0,379,379,8.4853,6.4031,7.8102,1.2198,-0.7939,-0.1182,129.8056
534,280316_weekend_xy10.nd2,3b,0,89,386,372,54.3750,346.7875,697.6000,541.3750,0,379,379,9.8995,6.0000,7.0711,1.1785,-1.3564,0.4073,171.8699
535,280316_weekend_xy10.nd2,3b,0,90,387,372,51.4625,461.2875,501.5500,603.3625,0,380,378,9.2195,5.8416,7.0711,1.2105,-1.3062,0.4787,45.0000
536,280316_weekend_xy10.nd2,3b,0,91,388,374,33.9250,615.4250,324.3125,562.1875,0,378,378,10.7703,7.8284,6.7082,0.8569,-1.1264,0.8285,116.5651
537,280316_weekend_xy10.nd2,3b,0,92,383,374,61.3625,725.3500,173.2375,546.3625,0,379,378,5.6569,6.7082,6.4031,0.9545,-0.8572,0.7237,51.3402
538,280316_weekend_xy10.nd2,3b,0,93,382,376,153.6000,842.5375,61.1000,554.1125,0,378,379,5.0000,6.4031,7.8102,1.2198,-1.0872,0.2345,129.8056
539,280316_weekend_xy10.nd2,3b,0,94,391,377,53.2500,1258.0250,39.8000,510.9625,0,379,379,12.1655,6.4031,7.8102,1.2198,-0.8265,-0.3782,50.1944
540,280316_weekend_xy10.nd2,3b,0,95,393,378,49.7375,1282.1500,24.2500,488.2125,0,382,383,12.0830,8.9112,9.8489,1.1052,-1.1072,0.1808,156.0375
541,280316_weekend_xy10.nd2,3b,0,96,386,376,52.6375,1420.2875,24.8625,473.8750,0,382,384,8.9443,6.6056,7.2111,1.0917,-1.0984,-0.0229,146.3099
542,280316_weekend_xy10.nd2,3b,0,97,383,377,47.1500,1513.7250,31.1125,581.3250,0,378,384,8.6023,8.7046,9.4340,1.0838,0.0802,1.1201,147.9946
543,280316_weekend_xy10.nd2,3b,0,98,376,380,73.9750,1414.9000,34.9250,580.6875,0,372,383,5.0000,8.7148,10.0000,1.1475,-0.7706,-0.3934,143.1301
544,280316_weekend_xy10.nd2,3b,0,99,369,380,116.7875,1454.7000,40.6500,514.4625,0,367,383,3.6056,8.9443,10.2956,1.1511,-0.6084,0.9049,150.9454
545,280316_weekend_xy10.nd2,3b,0,100,363,379,79.9375,1636.4875,26.8250,545.7625,0,366,385,6.7082,7.3246,8.0623,1.1007,0.5632,1.1016,29.7449
546,280316_weekend_xy10.nd2,3b,0,101,357,381,111.2125,2019.1750,29.3250,595.6000,0,358,387,6.0828,7.2854,8.0623,1.1066,-0.7467,0.4795,172.8750
547,280316_weekend_xy10.nd2,3b,0,102,353,383,96.4625,2015.3750,25.6000,550.7250,0,358,389,7.8102,8.3657,8.5440,1.0213,0.2292,1.1665,159.4440
548,280316_weekend_xy10.nd2,3b,0,103,340,388,92.1250,1915.9500,33.3500,592.3750,0,357,388,17.0000,10.2462,9.4868,0.9259,-1.1518,0.1138,18.4349
549,280316_weekend_xy10.nd2,3b,0,104,329,394,91.8000,1991.0875,27.5625,559.9250,0,342,388,14.3178,7.3246,8.0623,1.1007,-0.8656,0.6009,150.2551
550,280316_weekend_xy10.nd2,3b,0,105,325,392,71.3250,1902.0625,35.0500,602.5375,0,332,384,10.6301,10.3852,7.6158,0.7333,-0.5553,0.1689,156.8014
551,280316_weekend_xy10.nd2,3b,0,106,325,393,107.6750,2165.4500,39.9750,574.2250,0,334,384,12.7279,8.0000,8.6023,1.0753,-1.3045,0.4214,144.4623
552,280316_weekend_xy10.nd2,3b,0,107,330,393,103.1375,1992.2000,38.1125,535.0625,0,331,383,10.0499,6.0990,6.7082,1.0999,-0.7159,0.7767,26.5651
553,280316_weekend_xy10.nd2,3b,0,108,328,394,181.4625,1905.0750,31.3000,523.1250,0,331,386,8.5440,6.4721,7.0711,1.0925,0.4472,-1.3045,45.0000
554,280316_weekend_xy10.nd2,3b,0,109,332,396,98.1250,1872.5500,34.0500,504.7500,0,330,385,11.1803,7.6212,8.6023,1.1287,-1.3331,0.2755,35.5377
555,280316_weekend_xy10.nd2,3b,0,110,328,399,108.4375,1869.5125,30.5625,547.9875,0,328,390,9.0000,8.9443,10.0000,1.1180,-1.5045,-0.5119,53.1301
556,280316_weekend_xy10.nd2,3b,0,111,327,399,103.3500,1734.3375,38.8625,611.9000,0,324,388,11.4018,6.4031,7.8102,1.2198,-1.0845,0.0573,50.1944
557,280316_weekend_xy10.nd2,3b,0,112,312,399,151.6875,1901.7875,40.6375,549.6250,0,322,391,12.8062,7.9274,8.9443,1.1283,-1.1845,0.2815,63.4349
558,280316_weekend_xy10.nd2,3b,0,113,316,396,72.5750,2205.6375,42.0875,536.3250,0,319,387,9.4868,3.2361,4.4721,1.3820,-1.3435,-0.4715,63.4349
559,280316_weekend_xy10.nd2,3b,0,114,318,397,108.5250,2152.0625,30.0000,506.4500,0,322,390,8.0623,10.2059,8.4853,0.8314,1.4917,1.2573,45.0000
560,280316_weekend_xy10.nd2,3b,0,115,320,398,114.9875,1906.9250,41.4875,569.0750,0,319,389,9.0554,6.3592,6.3246,0.9946,-0.0835,0.8764,71.5651
561,280316_weekend_xy10.nd2,3b,0,116,319,399,126.3500,1885.0875,33.7875,533.7375,0,320,394,5.0990,7.3351,8.5440,1.1648,-0.4449,0.8580,69.4440
562,280316_weekend_xy10.nd2,3b,0,117,316,400,114.4875,1915.4250,36.1750,499.0000,0,321,393,8.6023,9.0623,9.4868,1.0469,0.2589,0.4879,108.4349
563,280316_weekend_xy10.nd2,3b,0,118,318,399,110.0500,2066.5125,34.0875,513.5875,0,319,394,5.0990,10.0736,11.4018,1.1318,-0.6201,0.6331,52.1250
564,280316_weekend_xy10.nd2,3b,0,119,321,400,100.3125,2087.9750,37.3000,521.1875,0,320,394,6.0828,10.9508,12.2066,1.1147,-1.1327,0.2911,55.0080
565,280316_weekend_xy10.nd2,3b,0,120,320,397,117.1875,887.5750,46.7000,520.8875,0,320,396,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
566,280316_weekend_xy10.nd2,3b,0,121,317,399,115.4875,845.9000,27.8750,518.2750,0,317,398,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
567,280316_weekend_xy10.nd2,4,1,27,140,647,106.5625,2923.9375,46.7375,797.6000,0,140,646,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
568,280316_weekend_xy10.nd2,4,1,28,145,650,110.7000,2985.8125,43.5125,814.3375,0,145,649,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
569,280316_weekend_xy10.nd2,4,1,29,179,650,94.1500,3112.4250,35.5875,758.6125,0,179,649,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
570,280316_weekend_xy10.nd2,4,1,30,180,653,94.6250,3013.2750,16.4875,739.7250,0,180,652,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
571,280316_weekend_xy10.nd2,4,1,31,183,657,144.7750,3122.5125,33.9625,738.3500,0,183,656,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
572,280316_weekend_xy10.nd2,4,1,32,186,662,135.8750,3313.3250,32.9750,809.8750,0,186,661,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
573,280316_weekend_xy10.nd2,4,1,33,189,663,135.4375,3294.7500,25.3500,771.2500,0,189,662,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
574,280316_weekend_xy10.nd2,4,1,34,189,666,103.2625,2017.1250,30.7875,746.5625,0,189,665,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
575,280316_weekend_xy10.nd2,4,1,35,185,672,123.5250,1663.9875,32.2625,887.5625,0,185,671,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
576,280316_weekend_xy10.nd2,4a,0,36,190,665,135.4375,26.0750,72.9625,841.4875,0,190,664,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
577,280316_weekend_xy10.nd2,4a,0,37,193,658,77.2125,18.3750,56.1125,852.5875,0,193,657,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
578,280316_weekend_xy10.nd2,4a,0,38,199,654,90.3125,14.2625,46.4125,766.5875,0,199,653,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
579,280316_weekend_xy10.nd2,4a,0,39,211,640,68.4125,12.6125,89.9375,742.2375,0,211,639,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
580,280316_weekend_xy10.nd2,4a,0,40,223,637,60.9375,18.7500,88.1750,756.1750,0,223,636,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
581,280316_weekend_xy10.nd2,4a,0,41,222,638,71.2125,22.7750,125.1250,805.4625,0,222,637,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
582,280316_weekend_xy10.nd2,4a,0,42,217,627,63.1625,25.9000,114.5750,850.4750,0,217,626,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
583,280316_weekend_xy10.nd2,4a,0,43,220,629,59.2125,19.7250,195.1750,737.4500,0,220,628,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
584,280316_weekend_xy10.nd2,4a,0,44,213,626,70.4875,10.7000,213.8625,801.6125,0,213,625,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
585,280316_weekend_xy10.nd2,4a,0,45,214,623,58.0875,20.1750,251.1750,794.3375,0,214,622,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
586,280316_weekend_xy10.nd2,4a,0,46,221,631,60.1750,20.7500,358.9750,772.5625,0,221,630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
587,280316_weekend_xy10.nd2,4a,0,47,222,631,59.7250,18.4125,360.1625,803.7000,0,222,630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
588,280316_weekend_xy10.nd2,4a,0,48,218,625,70.2375,16.5125,440.6625,677.4750,0,218,624,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
589,280316_weekend_xy10.nd2,4a,0,49,219,625,92.8750,18.1500,517.1750,677.9625,0,219,624,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
590,280316_weekend_xy10.nd2,4a,0,50,219,622,62.4500,12.1375,514.0000,684.6000,0,219,621,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
591,280316_weekend_xy10.nd2,4a,0,51,224,631,50.4875,12.6750,541.9375,644.6625,0,224,630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
592,280316_weekend_xy10.nd2,4a,0,52,218,631,50.0000,17.1375,544.5750,690.4250,0,218,630,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
593,280316_weekend_xy10.nd2,4a,0,53,214,618,57.1125,19.9125,625.1250,676.5500,0,214,617,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
594,280316_weekend_xy10.nd2,4a,0,54,213,608,56.1250,18.8750,444.3625,802.2500,0,213,607,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
595,280316_weekend_xy10.nd2,4a,0,55,210,599,62.2375,21.7250,505.7750,794.6250,0,210,598,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
